# step Fx Fy Fz Vx Vy Vz Dx Dy Dz 
0 0 0 0 0 0 -1e-07 0 0 -8.71206e-13 
1 0 0 0 0 0 -1e-07 0 0 -1.74241e-12 
2 0 0 0 0 0 -1e-07 0 0 -2.61362e-12 
3 0 0 0 0 0 -1e-07 0 0 -3.48482e-12 
4 0 0 0 0 0 -1e-07 0 0 -4.35603e-12 
5 0 0 0 0 0 -1e-07 0 0 -5.22724e-12 
6 0 0 0 0 0 -1e-07 0 0 -6.09844e-12 
7 0 0 0 0 0 -1e-07 0 0 -6.96965e-12 
8 0 0 0 0 0 -1e-07 0 0 -7.84085e-12 
9 0 0 0 0 0 -1e-07 0 0 -8.71206e-12 
10 0 0 0 0 0 -1e-07 0 0 -9.58326e-12 
11 0 0 0 0 0 -1e-07 0 0 -1.04545e-11 
12 0 0 0 0 0 -1e-07 0 0 -1.13257e-11 
13 0 0 0 0 0 -1e-07 0 0 -1.21969e-11 
14 0 0 0 0 0 -1e-07 0 0 -1.30681e-11 
15 0 0 0 0 0 -1e-07 0 0 -1.39393e-11 
16 0 0 0 0 0 -1e-07 0 0 -1.48105e-11 
17 0 0 0 0 0 -1e-07 0 0 -1.56817e-11 
18 0 0 0 0 0 -1e-07 0 0 -1.65529e-11 
19 0 0 0 0 0 -1e-07 0 0 -1.74241e-11 
20 0 0 0 0 0 -1e-07 0 0 -1.82953e-11 
21 0 0 0 0 0 -1e-07 0 0 -1.91665e-11 
22 0 0 0 0 0 -1e-07 0 0 -2.00377e-11 
23 0 0 0 0 0 -1e-07 0 0 -2.09089e-11 
24 0 0 0 0 0 -1e-07 0 0 -2.17801e-11 
25 0 0 0 0 0 -1e-07 0 0 -2.26514e-11 
26 0 0 0 0 0 -1e-07 0 0 -2.35226e-11 
27 0 0 0 0 0 -1e-07 0 0 -2.43938e-11 
28 0 0 0 0 0 -1e-07 0 0 -2.5265e-11 
29 0 0 0 0 0 -1e-07 0 0 -2.61362e-11 
30 0 0 0 0 0 -1e-07 0 0 -2.70074e-11 
31 -9.32197e-11 -6.77461e-11 -0.0317302 0 0 -1e-07 0 0 -2.78786e-11 
32 0 0 0 0 0 -1e-07 0 0 -2.87498e-11 
33 6.79298e-12 -1.70574e-10 -0.0519816 0 0 -1e-07 0 0 -2.9621e-11 
